stop_id,stop_code,stop_lat,stop_lon
HAMREFN,3816,39.915923,-82.880432
KINOLEW,3818,39.990966,-83.026604
KINOPPW1,3819,39.991092,-83.030078
TRAWILW,3823,39.987386,-83.108143
NOREXIW,3825,40.029556,-83.035658
NORCHAN,3841,39.99423,-83.048658
MAILAMW,3850,39.956,-82.892226
BRYRHOE,3852,39.959994,-82.948789
HIGFITN,3856,40.066362,-83.01918
CLEBRON,3857,40.061654,-82.952729
LIVBERE,3866,39.948967,-82.956645
PARHILS,3872,39.897205,-82.986577
HAMMOUS,3904,39.951529,-82.877422
HAMMELS,3905,39.948646,-82.87764
HAMLIVS,3906,39.944242,-82.877993
HAMGROS,3907,39.929848,-82.879451
HAMKIMS,3908,39.926142,-82.879774
HAMMACS,3909,39.923247,-82.880068
MACHAMW,3930,39.923631,-82.880426
HAMKINN,3931,39.926128,-82.879515
HAMGRON,3932,39.930529,-82.879078
HAMDUNN,3933,39.941246,-82.878095
HAMLIVN,3934,39.945156,-82.877667
HAMMAIN,3936,39.955184,-82.876833
HAMWRIN,3937,39.9577,-82.876493
HAMLANN,3938,39.96002,-82.876287
INNDERW,3940,40.037304,-82.958725
PERAGLS,3941,40.026689,-82.951921
REFNOEE,3942,39.915153,-82.863982
HIG18TS,3957,40.002899,-83.008719
MORSANE,3959,40.061272,-82.992833
MORMAIE,3960,40.061013,-82.986769
MORALME,3961,40.060778,-82.983057
KARMORN,3962,40.06126,-82.977202
KARREDN,3964,40.064991,-82.976928
KARNORMN,3965,40.068183,-82.976667
KARPENN,3966,40.071646,-82.97639
KARSANN,3967,40.077317,-82.975903
KAR161N,3969,40.088,-82.975155
KAR602N,3970,40.090261,-82.975397
KARALPN,3971,40.092967,-82.975454
KARCRAN,3973,40.099423,-82.975073
KARBARN,3976,40.103573,-82.974606
KARBARS,3998,40.103294,-82.974768
KARCRAS,4000,40.0988,-82.975495
KAR634S,4001,40.096763,-82.976003
KARALPS,4002,40.092926,-82.975571
KAR161S,4003,40.087952,-82.975345
KAR161S1,4004,40.085939,-82.975489
KARHEMS,4005,40.084476,-82.975594
KARSANS,4007,40.07728,-82.976126
KARNORMS,4010,40.068485,-82.976856
KARACRS,4011,40.064932,-82.977113
KARPATS,4012,40.061543,-82.977411
MORALMW,4013,40.061067,-82.983249
MORMAIW,4014,40.061326,-82.987732
MORKINW,4015,40.061435,-82.990308
CLEREPS,4017,40.015588,-82.966281
LIVBRIW,4025,39.942184,-82.830486
GRORIDS,4049,39.878253,-83.06401
BRONORE,4050,39.951666,-83.138929
SULCOUE,4059,39.938988,-83.116127
LIVLATE,4063,39.9441,-82.867046
5THSAIE,4065,39.985953,-82.978946
5TH20TE,4066,39.985649,-82.971713
5TH23RE,4067,39.985526,-82.967786
JOY17TN,4070,40.000223,-82.965291
JOY177N,4071,40.003421,-82.96432
JOY23RN,4072,40.005509,-82.963676
JOY26TN,4073,40.00782,-82.962956
JOYBLAN,4074,40.010403,-82.962166
JOY178S,4077,40.003306,-82.964503
JOYWINS,4078,39.995901,-82.966026
5THJOYW,4080,39.985668,-82.967549
5TH20TW,4081,39.985848,-82.972558
HIGRICN,4085,39.957314,-82.999596
HIGSTANN,4087,39.959836,-83.000015
HIGNATN,4092,39.968227,-83.001755
HIGOHIN,4094,39.96987,-83.002013
HIGSPRUN,4095,39.972747,-83.002579
HIGSWANS,4096,39.973099,-83.00285
LIVQUAE,4097,39.942963,-82.841065
HIGNATS,4100,39.968182,-83.001838
HIGLONS,4101,39.965157,-83.001322
MAIMAIW,4104,39.954861,-82.835096
HIGTOWS,4106,39.958095,-82.999953
HIGMOUS,4109,39.954153,-82.999185
LIVSARW,4111,39.942456,-82.835749
3RDGAYS,4113,39.964722,-82.998503
3RDBROS1,4114,39.962082,-82.997991
3RDTOWS,4116,39.958674,-82.997335
3RDMAIS,4118,39.95584,-82.996795
FROGAYN,4122,39.963774,-83.00265
MCK1600W,4124,39.964561,-83.044936
MCKPARK,4127,39.963709,-83.040637
MCKCENE,4128,39.963603,-83.03873
COUCLAS,4129,39.923168,-82.898913
COUCLAN,4130,39.923092,-82.898721
MCKYALE,4131,39.96334,-83.033499
MCKCYPE,4132,39.963119,-83.028993
BROHIGE1,4134,39.962204,-83.000208
BRO3RDE,4135,39.962453,-82.997482
BRO4THE,4136,39.962579,-82.996409
BRO5THE,4137,39.962871,-82.994446
BROGRAE,4138,39.963174,-82.991252
BROWASAE,4140,39.963682,-82.987431
BROJEFE,4141,39.963913,-82.984857
BROPARSE,4142,39.964363,-82.981014
MCK851E,4145,39.962878,-83.024381
BROGRAW,4146,39.963383,-82.991516
BRO5THW,4147,39.963089,-82.994028
BRO3RDW,4148,39.962689,-82.997563
BROMARW,4150,39.962007,-83.003631
BROANSW,4153,39.960763,-83.013235
BROSKIW,4154,39.96035,-83.016586
MCK856W,4155,39.962993,-83.024164
LONHIGE,4157,39.964944,-83.000449
LON4THE,4158,39.965307,-82.996985
LONNORE,4159,39.965764,-82.99353
LONCLEE,4160,39.966084,-82.990772
LONWASE,4161,39.966483,-82.987293
LONJEFE,4162,39.966783,-82.984528
MCKCYPW,4163,39.963195,-83.028714
5THBASE,4164,39.985293,-82.962888
SNOLAUW,4166,40.103511,-83.048993
SPRMOUW,4167,39.968109,-82.987701
SPRCLEW,4168,39.967569,-82.990368
SPRGRAW,4169,39.967229,-82.992254
SPRNEIW,4170,39.966955,-82.99467
3RDSPRS,4173,39.96602,-82.998744
5THPKWW,4174,39.985273,-82.95834
SPRMARW,4176,39.965987,-83.004625
KIMKIME,4178,39.926017,-82.883674
HILCABS,4179,39.998258,-83.153192
HILCOVN,4180,39.998648,-83.152958
NELOPPN1,4182,39.974052,-82.947352
5THBASW,4186,39.985486,-82.963369
MCKYALW,4189,39.963424,-83.033408
MCKCENW,4190,39.963715,-83.038607
MCKTRAW,4193,39.964312,-83.041421
HIGERIS,4203,40.038073,-83.017682
OLE2825N,4204,40.018477,-83.023723
HIGWORN,4207,40.096349,-83.01748
LIV3RDE,4211,39.952724,-82.996294
RENHILW,4214,39.981368,-83.149655
TRARASE,4217,39.986605,-83.109943
NEI8THS,4227,39.99231,-83.014154
MOUHIGW3,4228,39.95483,-82.999545
EWMHARN,4231,40.020472,-83.024937
KIMBERE,4234,39.924622,-82.889983
TAYWESBN,4235,39.983618,-82.843119
BROCONEW,4239,39.953922,-83.098061
BROVIOW,4241,39.9537,-83.102286
BRO4158W,4242,39.953242,-83.111634
GEOSULN,4244,39.941719,-83.111901
BROWESWE,4259,39.951375,-83.145425
TAYOPPN,4281,39.985846,-82.842949
BROGEOE,4282,39.953112,-83.109579
BRO386E,4283,39.953436,-83.103439
BRO3953E,4284,39.953242,-83.107147
BROBROLE,4286,39.953711,-83.097541
BROWILRE,4287,39.95387,-83.094105
BROSOUTE,4288,39.954167,-83.08801
FREFREE,4289,39.933682,-82.947036
MAICOUW,4294,39.955284,-82.867728
MAISHAW,4295,39.955376,-82.871096
OBE145E,4298,39.881812,-82.992466
HIGDERN,4300,39.912721,-82.995249
1ST1STW,4303,39.991406,-83.066205
LONHAMW,4307,39.967298,-82.981414
NELMILS,4313,39.974056,-82.947493
GREWOOWA,4316,39.974053,-82.955907
TAYLONN,4320,39.969116,-82.961496
MAIESTE,4321,39.955407,-82.791887
GOLHILW,4324,39.957746,-82.782274
CARMAIS,4326,39.956018,-82.784105
MAIESTW,4327,39.955591,-82.791025
MAIWAGW,4328,39.955475,-82.796211
HAMDUNS,4330,39.941691,-82.878255
HAMHARS,4332,39.903819,-82.881765
HAMHARN,4335,39.904035,-82.881496
COUDESN,4343,39.936833,-82.897596
JAMANAN,4346,39.975177,-82.9132
STEJAMN,4349,39.980285,-82.913096
OLEBURN,4350,40.014478,-83.022271
JAMANNS,4351,39.974593,-82.913461
HAMBRON,4352,39.976673,-82.873838
HAMPOTN,4353,39.980548,-82.872665
HAMWOON,4354,39.983549,-82.869882
HAMAIRN,4355,39.995506,-82.868389
AGLGAHW,4367,40.019508,-82.892732
AGLLINCW,4369,40.019837,-82.900108
STYGAMS,4377,40.029679,-82.889763
STYCHAS,4379,40.026454,-82.890041
STYDUNS,4380,40.022423,-82.890392
HAMROCSS,4390,40.009737,-82.867384
HAMSAWS,4391,39.994746,-82.868721
HAMWOOS,4392,39.983696,-82.870059
HAMPOTS,4393,39.98063,-82.872839
SNOBRIW,4395,40.103705,-83.05774
SNOOPPW,4396,40.103798,-83.061407
SMOQUEN,4398,40.108732,-83.065063
SMOHARN,4400,40.117773,-83.067226
SMOSUTN,4401,40.120295,-83.06786
SMOPLAN,4402,40.125997,-83.06919
SMOSTON,4403,40.129024,-83.069842
SMOSMOE,4406,40.135729,-83.071906
SMOSUMS,4407,40.133622,-83.070966
BRO344W,4408,39.954114,-83.092574
BROENTW,4409,39.956296,-83.050394
BRO425W,4410,39.953065,-83.115235
BROJEFW,4413,39.964224,-82.984176
BROPARLW,4414,39.975286,-82.882993
BRO424W,4415,39.974744,-82.888164
5THKRUE,4416,39.984585,-82.917844
OLE3420N,4417,40.029275,-83.029277
GREPARE,4424,39.97411,-82.958774
GREELDW,4426,39.974154,-82.958261
OSB5THN,4427,39.985071,-82.912528
SHASKYN,4439,40.095503,-82.964824
NOROLEE,4444,40.030904,-83.029716
12T221W,4445,39.996943,-83.013476
NORINDE,4450,40.031273,-83.001409
EISNORN,4451,40.031148,-82.993531
OAKEISE,4452,40.032637,-82.993264
OLERIVN,4453,40.024336,-83.025947
BRO476E,4459,39.952182,-83.128109
CASCASS,4462,40.016791,-82.929021
CASDEMS,4464,39.997804,-82.930314
REFWINE,4506,39.917311,-82.914606
JAMRUHS,4508,39.977807,-82.913131
RUHVIRW,4511,39.977895,-82.917664
RUHCHEW,4512,39.977981,-82.920031
RUHGOUW,4513,39.978106,-82.922419
MORDUNW,4535,40.058673,-82.931978
TAYBELS,4544,39.98623,-82.843119
TAYWESS,4545,39.984278,-82.84329
COUDESS,4547,39.936435,-82.897786
SULWESW,4548,39.943327,-83.081979
SULSOUW,4549,39.943083,-83.087518
FIECOTS,4550,39.990472,-82.992125
FIE5THS,4551,39.986901,-82.992121
TOWHARW,4552,39.956041,-83.022777
TOWHAWW,4553,39.955768,-83.025346
TOWDAKW,4554,39.955452,-83.027833
TOWYALW,4556,39.955021,-83.031476
TOWPRIW,4557,39.954696,-83.034217
TOWBREW,4558,39.954424,-83.036507
CENRICS,4559,39.95294,-83.037259
CENSULS,4560,39.950999,-83.036864
CENUNIS,4561,39.947833,-83.036209
CENTHON,4562,39.947664,-83.036027
CENSULN,4563,39.950258,-83.036556
CENRICN,4564,39.953327,-83.037201
TOWBREE,4565,39.954356,-83.036073
TOWPRIE,4566,39.954639,-83.033758
TOWYALE,4567,39.954968,-83.031011
TOWCYPE,4568,39.955284,-83.02837
TOWHAWE,4570,39.955616,-83.025364
TOWSOUE,4571,39.955973,-83.022401
TOWDAVE,4572,39.95613,-83.021096
BROWESTE,4573,39.95276,-83.114984
NEL520N,4574,39.97924,-82.944547
NELOPPS,4575,39.979215,-82.944718
SULSYLE,4588,39.943021,-83.08633
REDROCW,4602,40.065115,-82.97316
NORKINSE,4603,39.994966,-83.045176
REDTAMW,4604,40.064977,-82.970481
HENZELW,4606,40.051666,-83.024449
HENOLEBW,4607,40.051793,-83.02712
HENLAUW,4608,40.052222,-83.038011
GOOOPPE,4612,39.974112,-83.018946
HILROBS,4622,40.003302,-83.153985
HILNIKS,4623,39.994499,-83.152596
TAM463N,4624,40.062269,-82.97084
11TPEAE,4625,39.99467,-83.005896
11TGRAE,4626,39.994197,-82.995413
11TDAUE,4627,39.994113,-82.992912
17TCLEW,4629,40.000425,-82.976122
INDWEIS,4630,40.054574,-83.000412
INDMIDS,4632,40.027339,-83.001454
PARINDS,4635,39.882429,-82.987749
OBEBETAW,4636,39.882049,-82.994486
OBESOUW,4637,39.882139,-82.998271
OBESOUE,4638,39.882082,-82.9985
PAROBEN,4640,39.882113,-82.98762
PARHARN,4641,39.884694,-82.987468
PARASHN,4643,39.887904,-82.987172
LOCBUCS,4644,39.918919,-82.965769
WEIHOUS,4647,39.902412,-82.952461
WEISOUW,4648,39.9003,-82.952685
VENSOUW,4650,39.897759,-82.953235
KOE113W,4659,39.912652,-82.965193
LOC230N,4660,39.91735,-82.965736
LOCREFN,4661,39.919457,-82.965542
4THSPRN,4662,39.966599,-82.996889
MAIMOON,4665,40.039137,-82.988989
LIVMCNW,4667,39.942626,-82.838039
KARELMN,4671,40.042256,-82.977285
KARCOON,4672,40.045422,-82.976996
KARSHAN,4676,40.055749,-82.976162
KARELMS,4678,40.042689,-82.97738
HENOLEE,4681,40.051865,-83.033128
CLE13TS,4682,39.996692,-82.978646
HENOLEW,4683,40.052075,-83.034505
11TDAUW,4686,39.994239,-82.993052
MYRWOOW,4688,40.01649,-82.950503
MYRWOOE,4689,40.016425,-82.950475
PER272N,4690,40.024241,-82.951937
PERAGLN,4691,40.026464,-82.951748
PER271S,4692,40.02422,-82.952085
PERDENN,4698,40.021879,-82.952105
PERDENS,4699,40.022238,-82.95223
PERABEN,4700,40.020208,-82.95222
PERMINS,4701,40.019489,-82.952423
EARPERE,4702,40.017215,-82.952046
EARPERW,4703,40.017386,-82.952326
HENLAUE,4713,40.051997,-83.037476
HENOLEBE,4714,40.051672,-83.027566
HENZELE,4715,40.051559,-83.024877
STRRAXE,4726,39.878458,-83.058371
REFEASW,4727,39.916011,-82.887277
COUKIMNN,4729,39.92154,-82.896862
COUOAKN,4730,39.924797,-82.898696
COURIVN,4731,39.928721,-82.898328
TRAMAPW,4734,39.992438,-83.093307
AGLBRIE,4736,40.026657,-82.944966
AGLBRIWW,4737,40.026751,-82.944826
AGLWOOE,4738,40.026857,-82.950146
AGLWOOW,4739,40.026949,-82.949753
JOYBLIN,4752,39.982773,-82.966932
OBE300W,4755,39.881786,-82.98905
OBE145W,4756,39.881862,-82.991812
OBEBETE,4757,39.88188,-82.994238
OBE300E,4758,39.881684,-82.989052
JAMASTN,4764,39.951413,-82.915201
JAMMOUN,4765,39.954269,-82.914934
JAMMAIN,4766,39.957123,-82.91468
JAMFAIN,4767,39.961503,-82.914271
JAMDALN,4768,39.964159,-82.914042
JAMELBN,4769,39.968148,-82.913691
JAMBRON,4770,39.97251,-82.913411
JAMBROS,4771,39.971594,-82.913594
JAMELBS,4772,39.967678,-82.913955
JAMDALS,4773,39.963673,-82.914306
JAMFAIS,4774,39.960917,-82.914546
JAMMAIS,4775,39.956809,-82.91488
JAMMOUS,4776,39.95381,-82.915138
MORHIGE,4778,40.062364,-83.018857
KARCOOS1,4782,40.045865,-82.977153
JAMASTS,4785,39.951837,-82.915322
JAMBROS1,4833,39.94844,-82.915648
COURIVS,4845,39.928895,-82.898465
COUOAKS,4846,39.924833,-82.898862
FROSYCN,4850,39.949203,-82.999826
JOYHUDS,4855,40.012798,-82.96157
JOYBLAS,4856,40.010185,-82.962398
JOY26TS,4857,40.007701,-82.963158
JOY23RS,4858,40.005325,-82.963891
LOC244S,4868,39.914442,-82.966127
LOC245N,4869,39.914035,-82.965982
MCGHUDS,4878,40.013916,-82.981472
JOYGIBS,4880,39.983219,-82.967039
HARBRON,4882,39.944244,-83.036762
PARCOLN,4887,39.946535,-82.982703
NOROLEW,4889,40.03081,-83.030394
5THHIGHW,4894,39.987184,-83.005867
JOY17TS,4901,40.000188,-82.965468
COUPETN,4902,39.927003,-82.898497
COUPETS,4903,39.927416,-82.898606
HAM18TS,4904,40.001937,-82.979916
17THAME,4905,40.000452,-82.979485
MORSANW,4907,40.061545,-82.992936
GODCHEW,4911,40.060216,-83.050996
161PONW,4912,40.082543,-82.937508
161PONE,4913,40.082449,-82.937421
OLERIDN,4917,40.061674,-83.036467
CRORIDN,4918,40.116962,-83.006137
BROSYLW,4920,39.954392,-83.087357
BROPHIW,4922,39.953322,-83.109153
LIVALUW,4928,39.948562,-82.945938
LIV18TW,4929,39.950827,-82.977497
GODCAMN,4930,40.06201,-83.054974
MAIALUE,4931,39.957238,-82.944004
MAIHOLW,4934,39.957441,-82.945385
REDSONW,4938,40.065274,-82.976114
WHI18TE,4940,39.943866,-82.978239
HIGHOSN,4941,39.950956,-82.998356
COUGROS,4950,39.93097,-82.898218
SULWILW,4955,39.942763,-83.093953
SULWEDW,4956,39.942565,-83.098054
SUL385W,4957,39.942407,-83.100828
SULATLW,4958,39.942108,-83.107083
SULGEOW,4959,39.941935,-83.110631
SULATLE,4960,39.941932,-83.107561
SULHOLE,4962,39.942231,-83.101634
SULWEDE,4963,39.942464,-83.097056
SULKINE,4965,39.942613,-83.093718
CLEBREN,4966,40.068527,-82.952181
161NOAKE,4967,40.083415,-82.941532
161NORW,4968,40.083485,-82.941586
CLEEDMS,4969,40.069004,-82.952376
SULDERE,4970,39.942754,-83.090993
DEMCLIS,4973,39.928357,-83.090465
RICSOUS,4987,39.891039,-83.080435
SOUSHEW,4988,39.890599,-83.083696
SOUBROW,4989,39.89098,-83.085663
SOUSHEE,4998,39.890489,-83.083333
HAMEASN,5016,39.921032,-82.879975
RIC5THW,5048,39.958296,-82.993242
SULDEMW,5052,39.942956,-83.090016
BRICHAS,5056,39.938103,-82.830374
SCAALSE,5064,39.929032,-82.834382
BRIEASN,5068,39.938801,-82.83007
ZOLTREW,5070,40.01908,-83.062538
NELMARN,5071,39.9768,-82.946131
NELMARYS,5072,39.977521,-82.945952
REDTAME,5074,40.064857,-82.970394
REDROCE,5075,40.064963,-82.973018
REDKARE,5076,40.065134,-82.976033
KARCOLN,5084,40.080998,-82.975616
TAM464S,5093,40.062295,-82.970973
MOCWOOE,5103,40.01161,-82.953701
BETDIEW,5131,40.064425,-83.075519
PICGARN,5133,40.066441,-83.086375
RESSAWW,5134,40.067995,-83.091608
SMOHAMS,5135,40.131554,-83.070507
CAMVANW,5137,40.11836,-83.013361
KARMORS,5139,40.060052,-82.977529
EASOFFW,5142,39.938459,-82.829
BRILIVN,5159,39.942569,-82.829743
BRICENN,5160,39.944681,-82.829547
BRIROSLN,5161,39.946419,-82.82939
BRIRYGN,5163,39.95038,-82.829014
BRICMN,5164,39.9531,-82.828767
BRI132S,5182,39.95337,-82.828925
BRIRYGS,5183,39.949844,-82.829261
BRIROSLS,5185,39.946344,-82.829583
BRIASTS,5186,39.944199,-82.829789
PARELSS,5207,39.949385,-82.982646
HIGOHIS,5208,39.970186,-83.002323
PARTHUS,5209,39.939348,-82.983429
RESSAWE,5216,40.067851,-83.091564
PICBETS,5217,40.065959,-83.086596
BETDIEE,5218,40.064184,-83.07436
BETCOAW,5224,40.064626,-83.0817
BETWOOE,5225,40.064408,-83.080785
TRABENW,5226,39.989514,-83.10183
TRABENE,5227,39.989346,-83.101894
9THMEDCW,5234,39.993397,-83.01672
NORLANNN,5240,40.006998,-83.058049
SMOSTOS,5241,40.128688,-83.069918
SMOOLDS,5242,40.125151,-83.069115
SMOSUTS,5243,40.119724,-83.067871
SMOHARS,5244,40.116944,-83.067235
SMOQUES,5246,40.108592,-83.065135
SMOSTPS,5247,40.106871,-83.064732
SNODONE,5248,40.103717,-83.061671
SNOSNOE,5249,40.103632,-83.057765
SNOHICE,5250,40.103383,-83.048988
LINCOLS,5252,40.09876,-83.047877
HILRIDS,5254,40.031393,-83.131162
MORHAME,5255,40.009453,-82.866397
TREKEYN,5263,40.02397,-83.058442
MORTRIE,5264,40.058211,-82.92645
MORTRIW,5265,40.05843,-82.926756
VAN741S,5274,40.114354,-83.014786
CAMCROW,5278,40.118589,-83.010072
TRA465E,5280,39.984596,-83.122001
TRAARLE,5281,39.985887,-83.11316
TRAARLW,5282,39.986026,-83.113031
5THNORE,5283,39.98517,-82.933824
GRE375S,5292,39.885607,-83.002326
MORKARW1,5293,40.060803,-82.979133
MOC2315E,5294,40.011357,-82.947195
BROSCHOW,5295,39.975563,-82.880312
HARLITTN,5303,39.930328,-83.050566
CAS5THN,5305,39.98585,-82.93132
EASHAMN,5312,39.918601,-82.880661
SMOHAMN,5317,40.131278,-83.070322
FRA161N,5320,40.098424,-83.124576
FRANORNW,5323,40.069855,-83.118355
FRABALN,5324,40.072765,-83.121249
FRABREN,5325,40.075528,-83.122044
FRA602S,5330,40.090672,-83.124315
FRABRES,5332,40.074616,-83.122067
FRAKEAS,5334,40.07012,-83.119711
FRAMCGSE,5335,40.069464,-83.116489
HAMPRON,5351,39.893573,-82.882531
HAMBAYN,5352,39.895754,-82.882322
HAMWINN,5353,39.900438,-82.88191
HAMWINS,5354,39.899183,-82.882289
HAMBAYS,5355,39.894648,-82.882685
HAMPROS,5356,39.89318,-82.882815
STE6THS,5369,39.98583,-82.914308
COUGRON,5371,39.930993,-82.898131
KARPENS,5374,40.072048,-82.976542
KARCOOKS,5377,40.048711,-82.976933
INTSAWW,5382,39.998709,-82.892765
PORGRON,5383,39.998638,-82.885054
INTSAWE,5384,39.99837,-82.893888
STE11TS,5385,39.989904,-82.913984
GREKROS,5387,39.887744,-83.001423
GEOBROS,5389,39.952057,-83.110496
BLA515E,5392,40.08974,-83.130613
BLA505E,5393,40.088194,-83.126033
FRAMONN,5394,40.090523,-83.123954
NORSERW,5395,40.083605,-82.948789
SCH99BE,5402,40.109767,-82.928078
SCHOPPW,5403,40.10993,-82.928127
HAMREFS,5413,39.915912,-82.880762
SOUSCON,5416,39.961191,-83.022694
SOUSCOS,5417,39.961058,-83.022784
BROTAYE,5428,39.979316,-82.843016
MOUHARE,5436,39.945983,-83.034566
SAIOPPN,5450,39.981265,-82.980059
SAIGIBS,5453,39.984342,-82.979941
JOY5THN,5455,39.986054,-82.966744
JOY5THS,5456,39.986508,-82.966837
SULEXCW,5461,39.942291,-83.103337
GEOPARN,5462,39.927122,-83.116773
BROHARTW,5484,39.959431,-83.024263
FISPARS,5496,40.031289,-83.116169
FIS369S,5497,40.02901,-83.117207
FISMILE,5498,40.026242,-83.113856
RIVNOTS,5499,40.026313,-83.091374
FIS365N,5502,40.029862,-83.11648
FISRIDN,5503,40.031639,-83.115913
WESRIDW,5520,39.950679,-83.147342
CEMLEAW,5530,40.031766,-83.14053
CEMOUTW,5531,40.031366,-83.144558
JOYDEWS,5533,39.99279,-82.966294
JOYDEWN,5535,39.992779,-82.96617
CEMNORE,5556,40.030437,-83.152298
CEMNORW,5557,40.030404,-83.153864
SMOSWAS,5573,40.123212,-83.068674
SMOSWAN,5574,40.123365,-83.068609
SMOSTPRN,5575,40.106616,-83.064563
TAYMARN,5579,39.977827,-82.960811
FROBLEN,5582,39.951628,-83.000292
GEOLINS,5595,39.946271,-83.111373
GEOINDS,5596,39.943696,-83.111775
GEOSULS,5597,39.940407,-83.112254
SMOBILS,5600,40.111636,-83.065901
SMOWATN,5601,40.11214,-83.065864
BETMCKW,5606,40.064282,-83.07086
BETBETW,5607,40.064509,-83.078202
BETOLGE,5608,40.064068,-83.070427
BETHEDE,5609,40.0643,-83.077475
HILWHIS,5610,40.008084,-83.153752
HILWHIN,5611,40.008433,-83.153488
BROREYW,5622,39.982754,-82.81513
FISDUBW,5627,40.028429,-83.103496
FISSMIW,5628,40.027603,-83.110514
FISMILN,5629,40.026482,-83.114106
FISSMIE,5637,40.027708,-83.108774
FISDUBE,5641,40.028266,-83.103415
LEOTAYE,5652,39.979117,-82.962875
MCNSISS,5660,39.977514,-82.836494
HIGHIGN,5663,39.889322,-82.997525
HIGHIGS,5664,39.889249,-82.997887
CAS150N,5666,40.001006,-82.929897
CASHUDN,5667,40.011529,-82.929252
STEAGLN,5668,40.021136,-82.911126
STEMCCN,5669,40.033894,-82.910007
STEMONN,5670,40.040487,-82.909405
STECOLN,5672,40.052184,-82.908782
MORAPPW,5674,40.057015,-82.898129
CASHUDS,5678,40.011981,-82.929327
CAS150S,5679,40.00104,-82.930085
STEMONS,5684,40.040505,-82.909683
STEMCCS,5685,40.033929,-82.91024
ALLOPPE,5696,39.980637,-82.919713
STE750N,5702,39.987091,-82.913915
STEOPPN,5703,39.990018,-82.913654
LIN161S,5707,40.089889,-83.049602
LINSEDS,5709,40.083259,-83.049785
LINROCS,5710,40.077807,-83.047575
LINSHAS,5712,40.067718,-83.040342
OLEBETS1,5713,40.061522,-83.036568
CASDEMN,5717,39.998003,-82.93009
RIVNOTN,5719,40.026338,-83.091064
5TH4569E,5722,39.986662,-82.873755
5TH480W,5723,39.986802,-82.873383
5THHAMSW,5724,39.989626,-82.869349
5THYEAE,5725,39.987201,-82.885529
5THYEAW,5726,39.987498,-82.886905
HAM5THN,5727,39.989803,-82.868796
CLECLYS,5731,40.062073,-82.952929
STEGOVS,5733,40.029426,-82.910709
STEMIDN,5734,40.030025,-82.910419
FRA161S,5739,40.098426,-83.124882
BRIHIRS,5740,40.07285,-83.138995
TUTLAZE,5741,40.073317,-83.132788
12T153E,5742,39.996733,-83.011432
NEI11TN,5743,39.99593,-83.014648
BETREEW,5750,40.064207,-83.067336
BETPORW,5751,40.064002,-83.062532
SCHPARW,5754,40.110341,-82.936513
SCHCOOE,5757,40.110478,-82.942238
SCHPARE,5758,40.110182,-82.936561
SCHCOOW,5761,40.110707,-82.943175
EMEGLES,5763,40.080646,-83.1415
EMETUTS,5764,40.076154,-83.140619
EMESTEN,5765,40.076199,-83.14037
EMEGLEN,5766,40.080668,-83.14131
MAIWILE,5768,39.95772,-82.967026
BETREEE,5771,40.06389,-83.06603
BETPORE,5772,40.063794,-83.061802
BETGODW,5781,40.06384,-83.057486
MOR340W,5785,40.043205,-82.916877
MOR342S,5791,40.04621,-82.919985
MORHARS,5792,40.043054,-82.916962
MEDCCW,5795,39.992386,-83.019577
BROFRA2E,5805,39.967398,-82.954506
BROBRUNW,5806,39.967682,-82.953683
HAY3011E,5810,40.066688,-83.098068
HAY311E,5813,40.068055,-83.102121
MAIVALE,5814,39.954663,-82.834727
HAY316W,5815,40.068191,-83.102219
HAYDONW,5816,40.067005,-83.098095
MORWATSE,5839,40.008192,-82.864954
5THRUNW,5854,39.986987,-83.072503
5THSEAPW,5855,39.985583,-83.07378
MCK3235N,5856,39.993112,-83.082883
TRA511W,5857,39.98254,-83.134894
TRA510E,5859,39.982445,-83.134736
TRAHAGE,5860,39.992584,-83.092508
GANOHIN,5872,39.881067,-83.055828
GANBRON,5873,39.886163,-83.056516
CLE161NF,5874,40.085968,-82.950868
CLE161NN,5875,40.084696,-82.950961
SOUGANE,5878,39.890863,-83.055808
SOU340N,5879,39.891922,-83.050922
SOU335W,5880,39.893026,-83.051772
SOUGANW,5881,39.890962,-83.055842
GANBROS,5882,39.885752,-83.056477
GANOHIS,5883,39.880965,-83.05603
AGL343E,5885,40.020615,-82.919016
AGL343W,5886,40.020704,-82.919055
PORLONS,5894,39.830519,-82.925183
HILSPRN,5904,40.013624,-83.153195
HILHYDS,5905,40.013549,-83.153443
HIGLONN2,5910,39.964424,-83.00096
NEIBRON,5914,39.969147,-83.009364
COLOHUN,5933,39.997906,-83.009612
MORCHEE,5954,40.059045,-82.944845
MORCLEE,5955,40.059393,-82.952195
MORHEAW,5956,40.060322,-82.968003
MORMALW,5957,40.059962,-82.958103
MORMALE,5958,40.059715,-82.957275
MORMOXW,5959,40.058154,-82.919168
MORSUNBW,5961,40.058219,-82.923189
MORSUNBE,5962,40.057942,-82.922409
MORTAMW,5963,40.060484,-82.971495
MORWALE,5964,40.059899,-82.961226
MORWESW,5965,40.058983,-82.938146
MOR170W,5968,40.060593,-82.974714
MORTAME,5969,40.06024,-82.970285
MORCLEW,5970,40.059717,-82.954673
MORWESE,5972,40.058652,-82.936647
MOROPPW,5976,40.05925,-82.94511
MORSTEE,5977,40.042278,-82.910301
MORSTEW,5978,40.042478,-82.91016
HIGCARS,5979,40.105398,-83.017174
JAMALLS,5982,39.979693,-82.91321
HIG9THN,5983,39.993254,-83.006599
