stop_id,stop_code,stop_lat,stop_lon
MAIKELTE,2277,39.957587,-82.958854
MAISEYE,2279,39.957468,-82.954631
MAIBULE,2280,39.957399,-82.951334
MAIRHOE,2281,39.95736,-82.948969
MAIPARE,2283,39.957207,-82.941985
MAIDREE,2285,39.957103,-82.937835
MAIEUCE,2287,39.95699,-82.933552
MAIMONE,2288,39.956922,-82.930727
MAIROOE,2289,39.956836,-82.927526
MAIBROE,2291,39.956718,-82.922844
EASOFFE,2292,39.938296,-82.829369
MAIBROE1,2293,39.956578,-82.917553
MAIJAME,2294,39.956515,-82.915038
MAIWEYE,2296,39.956327,-82.908654
MAIBARE,2297,39.956227,-82.905572
MAIMAPE,2298,39.956158,-82.903244
MAICOLWE,2299,39.956092,-82.900998
MAIKARE,2302,39.955762,-82.889033
MAIYEAE,2303,39.955679,-82.886672
MAIWESE1,2305,39.955562,-82.882524
MAIBERE,2306,39.955496,-82.880056
MAIHAME,2307,39.955398,-82.877192
MAIMANE,2309,39.954942,-82.861671
MAIMANW,2313,39.955105,-82.861952
MAIHAMW,2315,39.955541,-82.876401
MAIBERW,2316,39.955657,-82.879891
MAIWESW,2317,39.955706,-82.882081
MAIYEAW,2319,39.955832,-82.886131
MAIKARW,2320,39.955909,-82.889028
MAIROBW,2322,39.95611,-82.896314
MAICOLWW,2323,39.956238,-82.90038
MAIMAPW,2324,39.956324,-82.90347
MAIRUBW,2325,39.9564,-82.906072
MAIWEYW,2326,39.956474,-82.908408
MAIJAMW,2329,39.956644,-82.914429
MAIEASW,2331,39.95676,-82.918595
MAICHEW,2332,39.956827,-82.920937
MAIKENW,2333,39.956885,-82.923679
MAIROOW,2334,39.956979,-82.927248
MAIREMW,2335,39.957052,-82.930138
MAICASW1,2337,39.957147,-82.933815
MAIDREW,2338,39.957246,-82.937909
MAIPARKW,2340,39.957391,-82.942165
MAIRHOW,2343,39.957502,-82.94909
MAIFAIW,2344,39.957576,-82.952676
MAIKELTW,2346,39.9577,-82.958442
MAIMILLW,2347,39.957744,-82.960549
MAIKENW1,2348,39.95781,-82.964219
MAIWILW,2349,39.957856,-82.966461
MAICHAW,2350,39.957904,-82.969296
MAIOHIW,2351,39.957929,-82.970702
MAICARW,2353,39.95801,-82.974384
MAIMONW,2355,39.958121,-82.978564
MAIPARSW,2356,39.958164,-82.981517
MAIWASW,2357,39.957814,-82.985667
RICGRAW,2359,39.958512,-82.991372
LINLINN,2363,40.091384,-83.049673
LINLOCN,2365,40.099389,-83.047494
TOWDAVW,2369,39.956213,-83.021285
SOUSULS,2371,39.952862,-83.021673
SOUMOUS,2373,39.950792,-83.021217
MOUMOUW,2374,39.949352,-83.022923
MOUPRIW,2376,39.946653,-83.032798
MOUCENWF,2377,39.945336,-83.037631
MOURYAW,2379,39.944557,-83.040436
MOUTOWW,2380,39.94359,-83.044044
MOUWOOW,2381,39.94297,-83.046372
MOUHILW,2383,39.941948,-83.050245
MOUBELW,2384,39.941361,-83.052408
MOUHIGW2,2386,39.939676,-83.05867
MOUWARW,2391,39.939822,-83.070922
MOURACE,2433,39.939739,-83.071253
MOURICE,2435,39.939086,-83.066736
MOUWAYE,2437,39.938401,-83.062789
MOUHIGE,2439,39.939598,-83.058527
MOUCLAE,2440,39.9402,-83.056159
MOUBUTE,2441,39.940875,-83.053769
MOUWREE,2442,39.941529,-83.051295
MOUCLAE1,2444,39.942554,-83.047538
MOULARE,2445,39.943076,-83.045511
MOUEDWE,2446,39.943726,-83.043041
MOURYAE,2447,39.944354,-83.040742
MOUCENE,2448,39.945194,-83.037504
MOUGLENE,2451,39.947672,-83.02852
MOUMOUE,2454,39.949388,-83.022234
SOUMOUN,2455,39.949946,-83.020939
DAVCAMN,2456,39.951655,-83.019992
DAVSULN,2457,39.95372,-83.020362
RICGREE,2459,39.955138,-83.019531
RICGRUE,2460,39.955429,-83.016835
RICMCDE,2462,39.955916,-83.012863
RICSTAE,2464,39.956375,-83.008919
BROHOFE,2476,39.965204,-82.973972
BROOHIE,2477,39.96562,-82.970432
BROCHAE,2478,39.965855,-82.968457
BROWILAE,2479,39.966161,-82.965697
BROLATE,2480,39.966473,-82.962886
BROFRA1E,2481,39.966775,-82.960149
BROWOOE,2482,39.967032,-82.957875
BRONELE,2483,39.968,-82.949106
BROPARE,2484,39.968475,-82.945113
BROPARKE,2485,39.96893,-82.941003
BRODREE,2486,39.969463,-82.93624
BROCASAE,2487,39.969901,-82.932366
BROSTANE,2489,39.970434,-82.927277
BROMERE,2490,39.970753,-82.924195
BROBRODE,2491,39.970977,-82.922226
BROHARDE,2492,39.971319,-82.919001
BROJAME,2494,39.972025,-82.912556
BRONAPE,2496,39.972739,-82.905973
MAIFOUNE,2497,39.954873,-82.859638
BRO367E,2498,39.972963,-82.903913
STYAGLS,2500,40.020264,-82.890587
BROROBE,2501,39.973759,-82.89616
BROBEETE,2502,39.973919,-82.894701
BROBEEWE,2503,39.974225,-82.891737
BRO4251E,2504,39.974602,-82.888173
BROYEAE,2505,39.974898,-82.885105
BROSANE,2507,39.97531,-82.881256
BROFAIE,2508,39.975709,-82.877493
BROHAMIE,2509,39.976149,-82.873435
BROMTCS,2513,39.978629,-82.845024
BROMIDCW,2515,39.976363,-82.872891
BROHAMW,2516,39.976022,-82.87601
BROFAIW,2517,39.975829,-82.877748
BROYEAW,2519,39.975003,-82.885697
BROBEEWW,2521,39.974418,-82.891418
BROBEETW,2522,39.974148,-82.89389
BROROBW,2523,39.973864,-82.896721
BROMAPW,2525,39.973218,-82.902787
HAMTECN,2526,39.998506,-82.868192
BROWEYW,2527,39.972817,-82.906651
BROHAMPW,2528,39.972516,-82.909396
BROHARDW,2531,39.971446,-82.919243
BROBRODW,2532,39.971175,-82.921729
BROMERW,2533,39.970841,-82.924734
BROSTANW,2534,39.97051,-82.927928
BROCASAW,2536,39.969934,-82.93334
BRODREW,2537,39.969393,-82.93816
BROPARVW,2538,39.968997,-82.941683
BROMEAW,2539,39.968575,-82.945477
BRONELFW,2540,39.967972,-82.95115
BROWOOW,2541,39.967222,-82.957926
BROPARWW,2542,39.966962,-82.96029
BROWINW,2544,39.966352,-82.96567
BROGOVW,2545,39.965974,-82.969109
BROOHIW,2546,39.965786,-82.970657
BRO20TW,2547,39.965381,-82.9741
BRO17TW,2548,39.964962,-82.977644
BROHAMIW,2549,39.964562,-82.980925
AGL540W,2552,40.019664,-82.896674
HAMFAIS,2556,39.973554,-82.874648
HAMSANS,2557,39.971089,-82.875534
HAMSAIS,2558,39.969562,-82.875663
HAMETNS,2560,39.964839,-82.876109
HAMRICS,2561,39.962031,-82.876337
HAMLANS,2562,39.95984,-82.876524
HAMWRIS,2563,39.958243,-82.876679
HAMMAIS,2564,39.955782,-82.876908
HAMKAEN,2569,39.962801,-82.876061
HAMBROHN,2572,39.967716,-82.875635
HAMSHAN,2573,39.969673,-82.875455
HAMSANN,2574,39.970553,-82.87536
HAMFAIN,2575,39.973677,-82.874415
HAMSWAS,2619,39.998493,-82.868421
CASCUMN,2621,40.009756,-82.929373
PARWHIN,2622,39.944364,-82.982881
BRODAVW,2624,39.959762,-83.021483
BRORODW,2626,39.959052,-83.027266
BROYALW,2628,39.958515,-83.03172
BROCHIW,2629,39.958235,-83.034022
BROCENW,2631,39.957711,-83.038489
BROSTEW,2632,39.957373,-83.041344
STRHARW,2634,39.878568,-83.057841
BROLECW,2635,39.956042,-83.053535
BROBELW,2636,39.961257,-83.0093
BROMIDLW,2637,39.955803,-83.057783
BROHIGW,2638,39.95567,-83.060617
BROOAKW,2639,39.955564,-83.062757
BROEURW,2640,39.955427,-83.065718
BROOGDW,2642,39.955182,-83.070966
BROHAGW,2643,39.954999,-83.074317
BROHALW,2645,39.954778,-83.079216
BROWESW,2646,39.954665,-83.081733
BROBRIW,2647,39.954538,-83.084265
CAS1884S,2648,40.0104,-82.929439
BROALGE,2651,39.954304,-83.085414
BROWESGE,2652,39.954435,-83.082543
BROROYE,2654,39.954668,-83.077932
BROHAGE,2656,39.954822,-83.074309
BROWARE,2657,39.954979,-83.071311
BROBURE,2658,39.955109,-83.068788
BROWAYE,2660,39.955335,-83.064223
BROHIGE,2662,39.955496,-83.060658
BROWHIE,2663,39.955668,-83.056952
BROLECE,2664,39.955864,-83.053095
BROENTE,2666,39.956433,-83.047616
BROSTEE,2667,39.957201,-83.041354
BROCENE,2668,39.957644,-83.037744
BROWESPE,2670,39.958147,-83.033487
BROGLEE,2671,39.958556,-83.030116
BROHAWE,2673,39.95905,-83.026039
BRODAVE,2675,39.959611,-83.021282
BROSKIE,2676,39.960142,-83.016846
BROMAYE,2677,39.960441,-83.0144
BROFROE,2681,39.96188,-83.002666
SOURICS,2684,39.955052,-83.022102
HAMSIMN,2686,39.951418,-82.877238
SULMARTW,2687,39.953029,-83.022953
SULAVOW,2688,39.95255,-83.025551
SULGLEW,2690,39.951928,-83.028889
SULYALW,2691,39.951523,-83.031117
SULPRIW,2692,39.951055,-83.033617
SULCENW,2694,39.950561,-83.036319
SULMARW,2696,39.94982,-83.040213
SULCATW,2697,39.94936,-83.04266
SULLARW,2698,39.948585,-83.046775
SULNASW,2700,39.947864,-83.050629
SULWREW,2701,39.947396,-83.053127
SULWHIW,2702,39.946867,-83.055911
SULCLAW,2703,39.946424,-83.058307
SULWAYW,2705,39.945467,-83.063423
SULTERW,2706,39.944929,-83.066236
SULBURW,2707,39.944473,-83.068734
SULWARW,2708,39.944025,-83.071081
SULHAGW,2709,39.943768,-83.073476
SULCHEW,2710,39.943641,-83.075566
SULBINW,2711,39.94353,-83.077888
SULDEXE,2720,39.942938,-83.08799
SULBRIE,2722,39.94313,-83.083533
SULBINE,2724,39.943373,-83.078295
SULCHEE,2725,39.943521,-83.075515
SULHAGE,2726,39.943656,-83.072848
SULOGDE,2727,39.944118,-83.07001
SULRICE,2728,39.944707,-83.066869
SULEURE,2729,39.945166,-83.064436
SULBELE,2733,39.946969,-83.054771
SULHILE,2734,39.947469,-83.052228
SULCOLE,2735,39.94791,-83.049876
SULLARE,2736,39.948414,-83.047163
SULHELE,2737,39.948981,-83.044132
SULRYAE,2738,39.949445,-83.041752
SULGUIE,2739,39.950264,-83.037351
SULDANE,2740,39.950783,-83.034558
SULWESE,2741,39.951245,-83.032102
SULGLEE,2742,39.951763,-83.029284
SULHAWE,2744,39.952628,-83.024666
SULSOUE,2745,39.953161,-83.021841
WHIPEAE,2748,39.943903,-82.996285
WHI3RDE,2749,39.944095,-82.994573
WHIJAEE,2751,39.944486,-82.990264
WHIBRUE,2752,39.944351,-82.987564
WHIPARE,2754,39.944123,-82.983295
WHIANNE,2755,39.943996,-82.980743
WHIOPPE,2756,39.943714,-82.975339
WHI22NE,2757,39.943613,-82.973459
WHICHAE,2759,39.943477,-82.970701
WHIWILE,2760,39.943343,-82.967974
WHISTUE,2761,39.94321,-82.965251
WHIMILE,2762,39.943148,-82.962439
WHIKELE,2763,39.943046,-82.960278
WHIBERE,2764,39.943033,-82.957888
WHISEYW,2765,39.943126,-82.955202
WHILILW,2767,39.943159,-82.958744
WHIELLW,2768,39.943203,-82.961006
WHILOCW,2769,39.943296,-82.963396
WHILINW,2770,39.943368,-82.96615
WHIOAKW,2771,39.943529,-82.969529
WHIOHIW,2773,39.943636,-82.971726
WHIGILW,2774,39.943773,-82.974309
WHIHEYW,2775,39.943916,-82.977244
WHI17TW,2776,39.944015,-82.979137
WHIPARW,2777,39.944274,-82.982852
WHIBEEW,2778,39.944383,-82.985954
WHIEBNW,2779,39.944507,-82.988398
WHI5THW,2780,39.944588,-82.991193
WHI3RDW,2782,39.944253,-82.994159
PARWHIS,2787,39.944378,-82.983036
PARZIMS,2788,39.942286,-82.983197
PARGATS,2790,39.937022,-82.983612
PARFRES,2791,39.935229,-82.983741
PARSHES,2792,39.933649,-82.983865
PARSOUS,2793,39.931704,-82.984011
PARWELS,2794,39.929662,-82.984158
PARINNS,2796,39.925977,-82.984424
PARBARS,2797,39.923919,-82.984577
PARGROS,2798,39.919524,-82.984892
PARDERS,2799,39.912155,-82.985417
PARCORS,2800,39.909573,-82.985637
PARALCS,2801,39.906179,-82.985876
PARZIES,2802,39.902842,-82.986133
PARRUMS,2806,39.893606,-82.98686
PARWILN,2810,39.891621,-82.986899
PARRUMN,2811,39.893735,-82.986722
PARHILN,2812,39.897331,-82.986445
PARZIEN,2814,39.902785,-82.986007
PARALCN,2815,39.906056,-82.985761
PARCORN,2816,39.908953,-82.985549
PARDERN,2817,39.912213,-82.985286
PARMARN,2819,39.923529,-82.984469
PARINNN,2820,39.925995,-82.984226
PARMORN,2822,39.929639,-82.983992
PARMARN1,2823,39.931049,-82.983877
PARJENN,2824,39.933492,-82.983703
PARFREN,2825,39.935386,-82.983562
PARGATN,2826,39.937371,-82.983408
PARTHUN,2827,39.939452,-82.983238
PARSTEN,2828,39.941645,-82.983073
PARSYCN,2831,39.949553,-82.982476
PARGROVN,2838,39.918561,-82.984792
NORZOLS,2851,40.018418,-83.057489
NORRIDS,2852,40.014595,-83.057744
NORNORTS,2853,40.01193,-83.057937
NORLANSE,2855,40.00687,-83.058276
NORSUFSE,2857,40.003781,-83.058158
NORGUISE,2858,40.001897,-83.055686
NORBARSE,2859,40.000038,-83.054414
NORGLESE,2860,39.998425,-83.052558
NORSTASE,2862,39.996615,-83.049054
NORNORSE,2864,39.995753,-83.046862
NORCHASE,2865,39.993457,-83.041924
NOR5THS,2867,39.988828,-83.040963
NORTHOSE,2868,39.986836,-83.041075
3RDMEAW,2879,39.984886,-83.038725
NORKINN,2880,39.991299,-83.040489
NORINDNW,2882,39.994944,-83.044784
NORNORN,2883,39.995721,-83.046454
NORNORNW,2884,39.996829,-83.04911
NORWILSN,2885,40.009517,-83.057918
NORRIDN,2887,40.014359,-83.057619
FISCHAW,2894,40.024132,-83.050426
FISPEMW,2895,40.024287,-83.054384
HIGBROS,2900,39.962805,-83.000871
VANREDS,2901,40.116283,-83.014579
HENGETE,2902,40.055934,-83.072279
GOO582W,2906,39.974278,-83.019074
GOOYARW,2907,39.974241,-83.023787
NORGOON,2908,39.974832,-83.02899
NORBURNW,2909,39.976434,-83.029127
NORWILLN,2910,39.977925,-83.02979
1STNORW,2911,39.979676,-83.032031
1STOXLW,2912,39.979931,-83.034525
1STVIRW,2913,39.981173,-83.037587
1STWILW,2914,39.981563,-83.038645
1STAVOW,2915,39.98176,-83.041759
1STGRAW,2916,39.981894,-83.04484
1STOAKW,2918,39.982045,-83.04905
1STELMW,2919,39.98218,-83.051553
1STGLEW,2920,39.982288,-83.054016
1STLINW,2921,39.982403,-83.056614
3RDCAMW,2924,39.985756,-83.058266
ARLCARN,2925,39.986536,-83.05983
5THARLW,2926,39.989567,-83.06112
ARLCARS,2930,39.986927,-83.060014
3RDCAME,2932,39.985638,-83.058262
CAM1STS,2933,39.982506,-83.05826
1STWYAE,2934,39.982237,-83.055612
1STWESE,2935,39.982129,-83.053101
1STASHE,2936,39.982018,-83.050588
1STFAIE,2937,39.98191,-83.048062
1STHOPE,2940,39.98161,-83.04033
1STVIRE,2941,39.981012,-83.037558
1STOXLE,2942,39.97978,-83.034182
NOR1STSE,2943,39.979511,-83.031947
NORBURSE,2945,39.976815,-83.029509
NORGOOS,2946,39.974842,-83.029264
GOOYARE,2947,39.974163,-83.026091
HARMOUS,2953,39.944606,-83.036764
HAR771S,2954,39.941809,-83.038887
HARGARS,2955,39.939865,-83.040387
HARRANS,2957,39.937486,-83.042238
HARROSS,2958,39.9359,-83.043564
HAR111S,2959,39.933384,-83.046745
HAREAKS1,2960,39.931744,-83.048832
HAR151S,2961,39.926463,-83.057121
HAR165S,2963,39.923768,-83.059249
HARCLIS,2964,39.92069,-83.061773
HARALKS,2965,39.915172,-83.065953
HARBLUS,2966,39.911203,-83.069367
HARHYDS,2967,39.908832,-83.071707
BROHOMS,2968,39.901249,-83.077996
BROROSS,2973,39.887929,-83.088704
BROBURS,2974,39.885675,-83.090658
COLLEIW,2988,39.881304,-83.072052
COLSECW,2989,39.881426,-83.076882
RICSOUNF,2993,39.890952,-83.080245
RICADDN,2994,39.89273,-83.080176
RICPARN,2995,39.895049,-83.078824
PARBROW,2996,39.89551,-83.081867
BROCENN,2997,39.897761,-83.080449
BRO3136,2998,39.900469,-83.078398
HARHYDN,2999,39.908845,-83.071358
HARREDN,3000,39.914253,-83.066391
HARBIGN,3001,39.916344,-83.064898
HAR196N,3002,39.919363,-83.062659
HARFRAN,3003,39.921589,-83.060873
HAROCTN,3005,39.92646,-83.056896
HARHOPN,3006,39.932286,-83.047909
HARBELN,3007,39.933296,-83.0466
HARLAUN,3008,39.93483,-83.044652
HARROSN,3009,39.935942,-83.043295
HARRANN,3010,39.937412,-83.042067
HARGARN,3011,39.939746,-83.040263
HAR800N,3012,39.941849,-83.038657
FIE5THN,3014,39.987117,-82.991984
SHAJEWN,3038,40.097314,-82.963009
SHACARN,3039,40.100078,-82.962105
SHABRON,3040,40.103727,-82.963119
REFCOUE,3067,39.916357,-82.897176
CLEBLEN1,3072,40.093387,-82.950331
CLEBELLN,3073,40.096026,-82.95013
CLEHOMN,3074,40.097983,-82.949969
CLESCHN,3075,40.111193,-82.949019
CLECOPN,3076,40.112709,-82.948918
CLE340N,3077,40.116149,-82.948663
CLEDEES,3078,40.09633,-82.950307
CLEBLES1,3079,40.093165,-82.950543
CLEFUJS,3081,40.088864,-82.950876
CLELAMN,3082,40.043049,-82.959723
CLEFERN,3084,40.050481,-82.953587
CLEBELCN,3085,40.0555,-82.953204
CLEMORN,3086,40.05916,-82.952914
CLEABIN,3087,40.064432,-82.952521
CLENORWN,3088,40.06658,-82.952353
CLEWOON,3091,40.076189,-82.951621
CLEWILN,3092,40.07885,-82.951434
161FORW,3094,40.084191,-82.9448
STASCHN,3099,40.110056,-82.925583
STACHEN,3101,40.113928,-82.927039
STAWALN,3103,40.121968,-82.93005
NEIKINN,3105,39.990627,-83.01365
NAGCLEE,3106,39.968547,-82.990802
STAWALS,3114,40.121252,-82.929997
STAHIAS,3115,40.117963,-82.928776
STACHES,3117,40.114206,-82.927396
STASCHS,3119,40.110421,-82.92597
161WESE,3123,40.08069,-82.927697
161FORE,3124,40.084105,-82.944777
CLE161SF,3125,40.084198,-82.951251
CLEWILS,3126,40.078492,-82.951662
CLEWOOS,3128,40.07594,-82.951844
CLETAYS,3131,40.066348,-82.95259
CLEMORS,3133,40.058766,-82.953179
CLEBELS,3134,40.054783,-82.95349
CLEFERS,3135,40.049263,-82.9541
CLECOOS,3137,40.044028,-82.959103
CLEELMS,3139,40.041489,-82.960877
MAINOEE,3140,39.954685,-82.851808
SPRFROW,3142,39.966206,-83.002663
MAINOEW,3143,39.954829,-82.852023
HARZETS,3146,39.930187,-83.05124
CAS10TN,3147,39.989676,-82.930527
CAS13TN,3148,39.992386,-82.930261
CASBAYN,3153,40.013914,-82.929097
CASCASN,3155,40.016834,-82.928912
AGLPENE,3156,40.020962,-82.926823
CASAGLS,3172,40.02031,-82.928792
CASBAYS,3174,40.013361,-82.929237
KENLONS,3175,40.027958,-83.046966
5THTAYE,3176,39.98519,-82.960575
5THSTEE,3177,39.984658,-82.919914
5THJAME,3178,39.984409,-82.908644
CASKENS,3179,39.992087,-82.930414
CAS5THS,3181,39.985403,-82.93154
5TH7THE,3184,39.985158,-82.904661
5TH370E,3185,39.985602,-82.89967
LIVNOEE,3187,39.943321,-82.853274
LIVLONE,3188,39.94315,-82.850289
LIVBAIE,3189,39.943061,-82.844026
LIVWALE,3190,39.942447,-82.837859
LIVSARE,3191,39.942287,-82.835388
LIVBRIE,3192,39.941991,-82.830317
MAIHAFE,3200,39.955118,-82.806291
MAIJACE,3202,39.955238,-82.800358
MAIGRAHE,3203,39.955324,-82.795674
5TH430E,3204,39.987174,-82.88955
5TH4301W,3205,39.987441,-82.88947
MAIJACW,3206,39.955403,-82.799452
MAIHAFW,3208,39.955272,-82.806424
MAIHENW,3210,39.955124,-82.81465
SAIBUCN,3216,39.972817,-82.980713
LIVBAIW,3217,39.943203,-82.844267
LIVLONW,3218,39.943288,-82.84989
LIVNOEW,3219,39.943522,-82.85402
5TH3925W,3220,39.985828,-82.899913
REFNOEW,3228,39.915209,-82.864474
REFTENW,3230,39.915223,-82.873639
REFCOUW,3233,39.916572,-82.897403
REFWEYW,3234,39.916942,-82.90424
5TH7THW,3237,39.985374,-82.90491
REFSCHE,3238,39.916989,-82.908666
REFWEYE,3239,39.916702,-82.903389
REFCITE,3242,39.915317,-82.878453
REFTENE,3243,39.915055,-82.873509
CHANOEE,3245,39.915489,-82.862542
5THJAMW,3251,39.984674,-82.908535
5THTAYW,3262,39.985329,-82.959929
MAITALE,3283,39.854471,-82.896659
MAIMADE,3284,39.853525,-82.894152
MAIWESE2,3285,39.852356,-82.88954
MAIRAVE,3286,39.851996,-82.887095
MAIWESW1,3291,39.852392,-82.888992
MAIMADW,3292,39.853443,-82.89359
HILNIKN,3296,39.99464,-83.152323
HILROBN,3297,40.004176,-83.153716
MAILUTN,3298,40.022668,-83.160047
CEMOUTE,3304,40.031351,-83.14321
CEMLEAE,3305,40.031688,-83.139517
5THSAIW,3307,39.986147,-82.979985
SAIOLDN,3330,39.975619,-82.98047
MAILUTS,3334,40.022595,-83.160279
FISKENW,3339,40.023532,-83.043678
MCK3265S,3340,39.994035,-83.084398
FISEASE,3343,40.023398,-83.044372
KENOBEN,3344,40.026039,-83.04502
KARHEMN,3349,40.084379,-82.975397
KAR603S,3356,40.090465,-82.975471
KAR629N,3367,40.095771,-82.975976
REFCITW1,3416,39.915478,-82.877804
REFSCHW,3417,39.917157,-82.909024
OLE3368N,3421,40.027669,-83.027931
NORSHAW,3423,40.029258,-83.042184
NORCLEW,3424,40.028778,-83.046258
KENKENBN,3426,40.030707,-83.049128
KENTREN,3427,40.032578,-83.050716
KENMILN,3429,40.036443,-83.050656
KENHIGN,3431,40.040346,-83.050398
KENPARN,3433,40.043286,-83.050217
KENWINN,3435,40.046919,-83.049952
KENFOLN,3437,40.050026,-83.04971
MAISTAW,3438,40.126569,-82.932967
KENMERN,3439,40.054178,-83.049463
KENWEYN,3441,40.056475,-83.049345
MOUGRANW,3450,39.969376,-82.992375
GODLANSE,3454,40.061304,-83.053138
GODCHEE,3455,40.060213,-83.051327
KENWEYS,3472,40.05667,-83.04947
KENMERS,3474,40.054042,-83.049669
KENFOLS,3476,40.050478,-83.049884
KENWINS,3478,40.046527,-83.050149
KENPARS,3480,40.043228,-83.050394
KENMCCS,3482,40.040292,-83.050605
KENMILS,3484,40.036631,-83.050863
NORCLEE,3488,40.02873,-83.045614
NORSHAE,3489,40.029015,-83.042568
NORENTE,3490,40.029301,-83.034629
OLEUNIS,3491,40.027108,-83.027846
MAIHEAE,3492,39.954727,-82.854714
LINSHANW,3496,40.06813,-83.040529
LINMEENW,3498,40.075231,-83.044875
LINROCN,3499,40.077798,-83.047447
LINSEDN,3500,40.083407,-83.049705
LIN161N,3502,40.089908,-83.049451
OLEOLDES,3508,40.058596,-83.034747
MAIMCNE,3515,39.954665,-82.837873
MAIIDLE,3518,39.954708,-82.831149
MAIBRICE,3519,39.954747,-82.827904
MAI652E,3520,39.954808,-82.823552
OLEOLDEN,3521,40.058278,-83.034478
REYRIDSW,3522,39.939285,-82.827489
OLELANN,3524,40.007262,-83.022953
GRA5THS,3525,39.988412,-83.044558
MAIROSEE,3526,39.954896,-82.818746
MAIHENE,3527,39.954963,-82.81478
ALUCORN,3535,39.927992,-82.93792
ALUFRAN,3536,39.932249,-82.941459
FREALUW,3537,39.933734,-82.943244
FREFREW,3538,39.933849,-82.947355
FRETHEW,3539,39.93406,-82.952012
FREFAIW,3540,39.934178,-82.954708
FREBERW,3541,39.934365,-82.958607
FREELLW,3542,39.934527,-82.961788
CHAMITN,3547,39.937623,-82.970934
CHAWHIN,3550,39.943206,-82.97051
CHAKOSN,3551,39.945425,-82.970367
CHAFORN,3552,39.947392,-82.97021
CHALIVN,3553,39.949949,-82.970001
CHANEWN,3554,39.951298,-82.969909
CHAFULN,3555,39.955394,-82.969587
CHAMAIN,3556,39.95763,-82.969422
CHABRYN,3557,39.960736,-82.969148
CHAOAKN,3558,39.962503,-82.969017
GOVBRON,3559,39.966513,-82.968453
OHIBROS,3567,39.965335,-82.970308
OHIOAKS,3568,39.962899,-82.970511
OHIBRYS,3569,39.960672,-82.970697
OHIMAIS,3570,39.957624,-82.970937
OHIMOOS,3572,39.953041,-82.971293
OHILIVS,3573,39.949996,-82.971538
OHISYCS,3574,39.948517,-82.97164
OHICOLS,3575,39.946334,-82.971801
OHIWHIS,3576,39.943761,-82.971989
MORKARE1,3577,40.060374,-82.976404
OHISTES,3578,39.94111,-82.972184
OHITHUS,3579,39.938458,-82.972388
FREBERE,3585,39.934236,-82.958428
FRETHEE,3587,39.933948,-82.952251
ALUFRES,3590,39.933184,-82.942166
ALUCORS,3591,39.928271,-82.938362
HUDOPPE,3600,40.014697,-82.99201
HUDPONE,3601,40.01459,-82.989475
HUDHIAE,3602,40.014491,-82.987129
NOTDORW,3622,40.02555,-83.080243
NOTKIOW,3623,40.025712,-83.08395
NOTMOUW,3629,40.025239,-83.073027
NOTRAMW,3631,40.025399,-83.076582
RIDMOUW,3632,40.023125,-83.072423
HUDOPPW,3642,40.014424,-82.983516
HUDAZEW,3644,40.014602,-82.987502
HUDOSCW,3645,40.014704,-82.989737
HUDHOMW,3646,40.014822,-82.992491
HUDDAYW,3650,40.015428,-83.004343
HUDADAW,3651,40.015157,-83.007251
5THNORW,3653,39.98529,-82.933844
OAKOAKW,3654,40.031572,-82.968684
OAKNORW,3656,40.031732,-82.971868
OAKOPPW,3657,40.031909,-82.975358
GRA3RDS,3658,39.985266,-83.044832
MAIENFE,3660,39.956649,-82.920334
OLE3440S,3662,40.029064,-83.029427
OAKEISW,3663,40.032767,-82.993408
EISBROS,3664,40.031224,-82.993679
NORINDW,3665,40.031366,-83.001457
NORHIGW,3669,40.03166,-83.016652
NORMILW,3670,40.031766,-83.020866
NORMILE,3673,40.031635,-83.021429
NORHIGE,3674,40.031534,-83.016201
MAIBRIE,3703,39.955021,-82.811486
MAIROSEW,3704,39.955042,-82.819482
MAI650W,3705,39.954985,-82.823027
MAIBRICW,3706,39.954883,-82.829692
MAIMCNW,3707,39.954851,-82.837082
MAIHEAW,3708,39.954901,-82.854892
MAIFOUW,3709,39.955052,-82.860003
CLECOMN,3710,40.100942,-82.949684
CLECOMS,3711,40.099762,-82.950078
HAMMELN,3712,39.949051,-82.877409
OAKMAIE,3714,40.032495,-82.989805
REFOLDE,3715,39.916189,-82.893526
KARSHAS,3716,40.054808,-82.976484
HAR187S,3717,39.91958,-83.062691
HAR144N,3718,39.928571,-83.053842
HAR142S,3719,39.929104,-83.053192
OAKHAME,3720,40.031912,-82.977745
OAKONTE,3721,40.031792,-82.97521
OAKNORE,3722,40.031637,-82.972157
OAKOAKE,3724,40.031454,-82.968596
SAIBUCS,3727,39.972672,-82.980824
SAI4THN,3730,39.984356,-82.979818
5THCLEW,3733,39.986452,-82.989151
5THFIEW,3735,39.986614,-82.991823
5TH6THW,3736,39.986838,-82.997081
CHANOEW,3740,39.91559,-82.862569
5THHIGHE,3746,39.987066,-83.005755
5THGRAE,3749,39.986673,-82.996511
5THCLEE,3752,39.986331,-82.988647
SAI2NDS,3758,39.981553,-82.980157
SAIOLDS,3759,39.974951,-82.980643
CLEORMN,3777,40.047157,-82.955806
NORNORTN,3781,40.011664,-83.057797
NORKINGS,3797,39.991197,-83.040784
KINDELE,3803,39.991003,-83.030254
KINOLEE,3804,39.990867,-83.027099
DIEWENS,3806,40.058192,-83.075342
KENMANS,3808,40.02655,-83.045732
HARREDS,3811,39.913785,-83.066953
12THIGW,3812,39.996922,-83.008195
